Order	Species	MCAll	MCp	MCpf	MCc	MCg	MCh	AlloAll	SM	BMf	LT	GT	IBI	BMn	BMw	BMin	LS	LpY	ML	NoC
Rodentia	Tachyoryctes_splendens	0	0	0	0	0	0	0	0	218.000003210255	42.4999970592807	43.4510224171572	172.999958918936	14.9999999980768	NA	NA	1.64999999918731	2.00000000154742	NA	57
Soricomorpha	Talpa_europaea	0	0	0	0	0	0	0	0	75.6832895020974	32.4899999741915	30.4099999899076	NA	3.2399999984586	51.4900000204831	48.2500000355729	3.88999999708262	1	NA	589
Rodentia	Tamias_amoenus	0	0	0	0	0	0	0	0	53.3766666753558	41.990000035006	30.4599999999983	364.999999616359	2.61999999807105	NA	NA	4.99000000432721	1	NA	159
Rodentia	Tamias_minimus	0	0	0	0	0	0	0	0	47.9499987295593	40.4999978351232	28.9734358770132	365.000113916701	2.29999999990683	NA	NA	4.99999999613144	1	10	81
Rodentia	Tamias_striatus	0	0	0	0	0	0	0	0	112.966666636047	NA	NA	NA	NA	NA	NA	NA	NA	8.00000000014841	679
Rodentia	Tamiasciurus_hudsonicus	0	0	0	0	0	0	0	0	187.93333341299	67.2199999793433	34.2500000135295	NA	6.8900000014655	96.8199999320332	89.9299999143843	3.9299999966027	1.75000000126408	9.80000000693896	669
Perissodactyla	Tapirus_indicus	0	0	0	0	0	0	0	0	224905.460583579	211.709999925027	396.500000316234	657.000000665963	6848.35000296969	NA	NA	1	0.499999999613144	30.000000019365	111
Diprotodontia	Tarsipes_rostratus	0	0	0	0	0	0	0	0	15.0000014141667	84.9999949672057	43.9541615437825	122.000047566077	0.004150000002751	4.30999999840488	4.30585000469694	2.79999999779363	3.0000000019365	NA	128
Primates	Tarsius_bancanus	0	0	0	0	0	0	0	0	279.254384123734	78.5499999319951	125.84000011149	240.289999770003	23.9300000212999	NA	NA	1	1.49818968624808	8.00000000014841	131
Rodentia	Tatera_indica	0	0	0	0	0	0	0	0	125.599988604995	30.0000031278551	28.1838293126445	47.6099801056656	3.0000000019365	NA	NA	4.78000000426916	3.75000000235107	6.99999999977021	357
Artiodactyla	Taurotragus_oryx	0	0	0	0	0	0	0	0	413299.994973618	182.500013114075	271.019163189084	337.000076920993	32650.0000292379	96495.5500375998	63845.5499168134	1	1.06824901490246	23.6000000016244	348
Carnivora	Taxidea_taxus	0	0	0	0	0	0	0	0	6385.00000588913	49.0000022533164	76.0326276940182	365.000113916701	93.500000027446	NA	NA	4.50000000232781	0.986301062566411	26.0000000017471	307
Primates	Theropithecus_gelada	0	0	0	0	0	0	0	0	12436.2857121674	494.950000469118	178.639999973929	766.499999663968	464.919999859014	3736.05000162177	3271.12999974768	1.01000000050549	0.469667319439956	36.0000000192903	505
Diprotodontia	Thylogale_billardierii	0	0	0	0	0	0	0	0	3899.99993690146	290.000001402971	29.9916251898765	284.499822648055	0.410000000264586	1727.45000065272	1727.03999846851	1	1	8.79999999695717	111
Primates	Trachypithecus_cristatus	0	0	0	0	0	0	0	0	6572.00000358606	362.93000023986	NA	NA	NA	NA	NA	1.01000000050549	NA	28.3000000309987	57
Primates	Trachypithecus_phayrei	0	0	0	0	0	0	0	0	NA	305.869999938902	180.610000155845	456.249999511985	NA	NA	NA	1	0.789041095340353	28.3000000309987	107
Artiodactyla	Tragelaphus_angasii	0	0	0	0	0	0	0	0	62000.0014992322	212.916687050103	219.785987278483	296.999692726598	5599.99999992006	NA	NA	1	1.2121224668212	16.0000000126762	198
Artiodactyla	Tragelaphus_strepsiceros	0	0	0	0	0	0	0	0	169250.00882419	182.500013114075	221.309470960564	365.000113916701	15650.0000042353	NA	NA	1	0.986301062566411	22.9999999990683	414
Artiodactyla	Tragulus_napu	0	0	0	0	0	0	0	0	5899.99984183855	91.2500056459924	155.955250282695	153.499865756292	373.000000164312	NA	NA	1	1	14.0000000103724	42
Diprotodontia	Trichosurus_vulpecula	0	0	0	0	0	0	0	0	2399.99976949316	188.999998183852	17.298163592151	273.874753699446	0.204999999973682	675.270000171829	675.065000361146	1	1.49999999980768	15.8999999882679	5403
Scandentia	Tupaia_glis	0	0	0	0	0	0	0	0	147.499993100668	35.9999999363972	45.4988060150049	45.2999789286313	12.7500000067531	100	87.2500000740886	2.5000000018879	2.5000000018879	12.3999999953679	634
Scandentia	Tupaia_tana	0	0	0	0	0	0	0	0	NA	54.5600000441684	NA	NA	NA	NA	NA	2.50999999721985	NA	11.599999993939	47
Cetacea	Tursiops_truncatus	0	0	0	0	0	0	0	0	175000.000126409	544.400000587532	364.999999616359	747.480000134652	24369.6000123341	NA	NA	0.980000000693896	0.481618237448563	34.9999999717711	8581
Rodentia	Uranomys_ruddi	0	0	0	0	0	0	0	0	29.8999999776639	NA	NA	NA	NA	NA	NA	4.06999999788935	NA	NA	22
Carnivora	Urocyon_cinereoargenteus	1	1	0	0	0	0	0	1	3299.99969698666	84.0000026958712	59.979107625551	365.000113916701	103.749999908234	NA	NA	2.5000000018879	0.986301062566411	16.2000000170607	480
Carnivora	Urocyon_littoralis	1	1	0	0	0	0	0	0	1895.99999999106	NA	53.7000000371496	364.999999616359	100	NA	NA	2.17000000075684	0.986301369157145	NA	152
Carnivora	Ursus_americanus	0	0	0	0	0	0	0	0	96999.9999405342	168.000007069063	213.796208950223	775.62535925528	293.999999720986	NA	NA	2.29999999990683	0.46414160637883	31.9999999764285	1595
Carnivora	Ursus_arctos	0	0	0	0	0	0	0	0	111857.142845891	182.500013114075	221.819641980022	912.500266570851	499.999999613144	26000.0000017471	25499.99997452	2.22999999975271	0.394520432904389	49.9999999613144	5990
Carnivora	Ursus_maritimus	0	0	0	0	0	0	0	0	272499.995850857	212.916687050103	241.546083444494	831.679506269486	670.499999710341	8500.00000559186	7829.49999194315	1.76999999852543	0.432859049043651	38.200000007766	2021
Carnivora	Ursus_thibetanus	0	0	0	0	0	0	0	0	77499.9995527481	98.8541713584358	196.336027683605	365.000113916701	366.249999694578	NA	NA	1.49999999980768	0.986301062566411	33.0000000092788	388
Primates	Varecia_rubra	0	0	0	0	0	0	0	0	3291.57142921751	NA	NA	NA	NA	NA	NA	NA	NA	NA	76
Primates	Varecia_variegata	0	0	0	0	0	0	1	0	3520.0002960134	135.000009793296	102.093948370768	365.000113916701	90.4499999592142	NA	NA	2.46999999852318	NA	36.9999999942923	430
Artiodactyla	Vicugna_vicugna	0	0	0	0	0	0	0	0	37497.3002245484	309.89000000492	345.449999984162	547.500000615009	6082.92000220599	NA	NA	1	1	24.8000000099238	391
Carnivora	Vulpes_bengalensis	1	1	1	0	0	0	1	1	1799.99999957183	NA	52.3300000313689	364.999999616359	58.4899999510685	NA	NA	3.49000000032803	0.986301369157145	NA	41
Carnivora	Vulpes_lagopus	1	1	1	0	0	0	1	1	3220.00000225521	49.5000000075717	52.9900000592586	364.999999616359	69.1700000511765	NA	NA	7.64999999729406	0.986301369157145	14.9999999980768	947
Carnivora	Vulpes_vulpes	1	1	1	0	0	0	1	1	3899.99999976203	49.0000022533164	52.239618899912	365.000113916701	100.249999932546	1487.4799996308	1387.22999932193	4.47500000358653	0.986301062566411	21.2999999784821	11379
Diprotodontia	Wallabia_bicolor	0	0	0	0	0	0	0	0	12999.9999908153	449.999985726495	35.8921934645005	249.666917900415	0.609999999984877	NA	NA	1.04999999983091	1.40000000103724	14.9999999980768	241
Carnivora	Zalophus_californianus	0	0	0	0	0	0	1	0	91000.0016090017	315.500462337463	349.945167028358	547.499844292528	6349.99999573091	20199.7499775974	13849.7499974763	1	0.657534433928634	35.6999999907775	1327
Rodentia	Zelotomys_woosnami	0	0	0	0	0	0	0	0	54.4999999652839	15.8999999882679	30.9899999829255	31.0000000118297	NA	NA	NA	4.99000000432721	11.6129032275976	NA	7
