Continent	Status	Order	FAMILY	Genus	Species	Mass
Insular	extant	Carnivora	Viverridae	Viverra	tangalunga	3770.000
Insular	extant	Carnivora	Viverridae	Viverra	zibetha	10000.000
Insular	extant	Carnivora	Viverridae	Viverricula	indica	2686.166
Insular	extant	Carnivora	Viverridae	Viverricula	indica	2896.000
Insular	extant	Carnivora	Viverridae	Viverricula	indica	2980.000
Insular	extant	Carnivora	Viverridae	Viverricula	indica	3000.000
Insular	extant	Chiroptera	Emballonuridae	Coleura	seychellensis	10.567
Insular	extant	Chiroptera	Emballonuridae	Emballonura	atrata	-999.000
Insular	extant	Chiroptera	Emballonuridae	Emballonura	beccarii	4.200
Insular	extant	Chiroptera	Emballonuridae	Emballonura	alecto	5.250
Insular	extant	Chiroptera	Emballonuridae	Emballonura	raffrayana	5.600
Insular	extant	Chiroptera	Emballonuridae	Emballonura	monticola	6.000
Insular	extant	Chiroptera	Emballonuridae	Emballonura	semicaudata	6.300
Insular	extant	Chiroptera	Emballonuridae	Emballonura	dianae	7.967
Insular	extant	Chiroptera	Emballonuridae	Emballonura	furax	11.150
Insular	extant	Chiroptera	Emballonuridae	Mosia	nigrescens	3.250
Insular	extant	Chiroptera	Emballonuridae	Peropteryx	macrotis	5.422
Insular	extant	Chiroptera	Emballonuridae	Rhynchonycteris	naso	3.080
Insular	extant	Chiroptera	Emballonuridae	Saccolaimus	pluto	-999.000
Insular	extant	Chiroptera	Emballonuridae	Saccolaimus	mixtus	23.0333333333333
Insular	extant	Chiroptera	Emballonuridae	Saccolaimus	saccolaimus	38
Insular	extant	Chiroptera	Emballonuridae	Saccolaimus	flaviventris	39.25
Insular	extant	Chiroptera	Emballonuridae	Saccopteryx	leptura	4.350
Insular	extant	Chiroptera	Emballonuridae	Saccopteryx	bilineata	7.175
Insular	extant	Chiroptera	Emballonuridae	Taphozous	philippinensis	20.300
Insular	extant	Chiroptera	Emballonuridae	Taphozous	australis	22.900
Insular	extant	Chiroptera	Emballonuridae	Taphozous	melanopogon	24.314
Insular	extant	Chiroptera	Emballonuridae	Taphozous	longimanus	26.920
Insular	extant	Chiroptera	Emballonuridae	Taphozous	mauritianus	27.346
Insular	extant	Chiroptera	Emballonuridae	Taphozous	hildegardeae	29.600
Insular	extant	Chiroptera	Emballonuridae	Taphozous	theobaldi	39.800
Insular	extant	Chiroptera	Furipteridae	Furipterus	horrens	3.177
Insular	extant	Chiroptera	Megadermatidae	Cardioderma	cor	27.843
Insular	extant	Chiroptera	Megadermatidae	Lavia	frons	23.933
Insular	extant	Chiroptera	Megadermatidae	Megaderma	spasma	26.000
Insular	extant	Chiroptera	Megadermatidae	Megaderma	lyra	45.535
Insular	extant	Chiroptera	Molossidae	Chaerephon	johorensis	-999.000
Insular	extant	Chiroptera	Molossidae	Chaerephon	pumila	11.297
Insular	extant	Chiroptera	Molossidae	Chaerephon	jobensis	12.525
Insular	extant	Chiroptera	Molossidae	Chaerephon	plicata	14.250
Insular	extant	Chiroptera	Molossidae	Cheiromeles	torquatus	163.500
Insular	extant	Chiroptera	Molossidae	Eumops	perotis	51.125
Insular	extant	Chiroptera	Molossidae	Molossops	greenhalli	14.967
Insular	extant	Chiroptera	Molossidae	Molossus	molossus	13.579
Insular	extant	Chiroptera	Molossidae	Molossus	bondae	17.800
Insular	extant	Chiroptera	Molossidae	Molossus	sinaloae	22.575
Insular	extant	Chiroptera	Molossidae	Molossus	ater	31.657
Insular	extant	Chiroptera	Molossidae	Mops	sarasinorum	-999.000
Insular	extant	Chiroptera	Molossidae	Mops	spurrelli	-999.000
Insular	extant	Chiroptera	Molossidae	Mops	brachypterus	16.000
Insular	extant	Chiroptera	Molossidae	Mops	thersites	22.000
Insular	extant	Chiroptera	Molossidae	Mops	condylurus	28.373
Insular	extant	Chiroptera	Molossidae	Mops	mops	30.950
Insular	extant	Chiroptera	Molossidae	Mops	midas	45.220
Insular	extant	Chiroptera	Molossidae	Mormopterus	acetabulosus	-999.000
Insular	extant	Chiroptera	Molossidae	Mormopterus	doriae	-999.000
Insular	extant	Chiroptera	Molossidae	Mormopterus	minutus	-999.000
Insular	extant	Chiroptera	Molossidae	Mormopterus	norfolkensis	8.000
Insular	extant	Chiroptera	Molossidae	Mormopterus	planiceps	8.800
Insular	extant	Chiroptera	Molossidae	Mormopterus	jugularis	11.500
Insular	extant	Chiroptera	Molossidae	Mormopterus	beccarii	14.850
Insular	extant	Chiroptera	Molossidae	Nyctinomops	laticaudatus	12.217
Insular	extant	Chiroptera	Molossidae	Nyctinomops	macrotis	18.400
Insular	extant	Chiroptera	Molossidae	Otomops	formosus	-999.000
Insular	extant	Chiroptera	Molossidae	Otomops	secundus	-999.000
Insular	extant	Chiroptera	Molossidae	Otomops	papuensis	16.5
Insular	extant	Chiroptera	Molossidae	Otomops	martiensseni	34.300
Insular	extant	Chiroptera	Molossidae	Promops	centralis	26.367
Insular	extant	Chiroptera	Molossidae	Tadarida	brasiliensis	12.489
Insular	extant	Chiroptera	Molossidae	Tadarida	aegyptiaca	16.782
Insular	extant	Chiroptera	Molossidae	Tadarida	teniotis	27.039
Insular	extant	Chiroptera	Molossidae	Tadarida	australis	31.800
Insular	extant	Chiroptera	Molossidae	Tadarida	fulminans	35.280
Insular	extant	Chiroptera	Mormoopidae	Mormoops	blainvillii	8.600
Insular	extant	Chiroptera	Mormoopidae	Mormoops	megalophylla	15.533
Insular	extant	Chiroptera	Mormoopidae	Pteronotus	quadridens	5.155
Insular	extant	Chiroptera	Mormoopidae	Pteronotus	macleayii	5.350
Insular	extant	Chiroptera	Mormoopidae	Pteronotus	davyi	9.213
Insular	extant	Chiroptera	Mormoopidae	Pteronotus	parnellii	19.671
Insular	extant	Chiroptera	Mystacinidae	Mystacina	tuberculata	12.600
Insular	extant	Chiroptera	Myzopodidae	Myzopoda	aurita	-999.000
Insular	extant	Chiroptera	Natalidae	Natalus	lepidus	-999.000
Insular	extant	Chiroptera	Natalidae	Natalus	micropus	-999.000
Insular	extant	Chiroptera	Natalidae	Natalus	tumidifrons	3.525
Insular	extant	Chiroptera	Natalidae	Natalus	stramineus	5.484
Insular	extant	Chiroptera	Natalidae	Natalus	tumidirostris	6.400
Insular	extant	Chiroptera	Noctilionidae	Noctilio	leporinus	54.450
Insular	extant	Chiroptera	Nycteridae	Nycteris	hispida	8.633
Insular	extant	Chiroptera	Nycteridae	Nycteris	thebaica	9.811
Insular	extant	Chiroptera	Nycteridae	Nycteris	arge	11.950
Insular	extant	Chiroptera	Nycteridae	Nycteris	tragata	14.400
Insular	extant	Chiroptera	Nycteridae	Nycteris	macrotis	14.459
Insular	extant	Chiroptera	Nycteridae	Nycteris	javanica	17.700
Insular	extant	Chiroptera	Nycteridae	Nycteris	grandis	30.157
Insular	extant	Chiroptera	Phyllostomidae	Ametrida	centurio	10.325
Insular	extant	Chiroptera	Phyllostomidae	Anoura	geoffroyi	14.450
Insular	extant	Chiroptera	Phyllostomidae	Ardops	nichollsi	17.160
Insular	extant	Chiroptera	Phyllostomidae	Ariteus	flavescens	11.900
Insular	extant	Chiroptera	Phyllostomidae	Artibeus	glaucus	11.060
Insular	extant	Chiroptera	Phyllostomidae	Artibeus	jamaicensis	42.174
Insular	extant	Chiroptera	Phyllostomidae	Artibeus	lituratus	60.950
Insular	extant	Chiroptera	Phyllostomidae	Brachyphylla	nana	35.826
Insular	extant	Chiroptera	Phyllostomidae	Brachyphylla	cavernarum	46.167
Insular	extant	Chiroptera	Phyllostomidae	Carollia	perspicillata	16.225
Insular	extant	Chiroptera	Phyllostomidae	Centurio	senex	21.000
Insular	extant	Chiroptera	Phyllostomidae	Chiroderma	trinitatum	13.675
Insular	extant	Chiroptera	Phyllostomidae	Chiroderma	villosum	23.120
Insular	extant	Chiroptera	Phyllostomidae	Chiroderma	improvisum	35.000
Insular	extant	Chiroptera	Phyllostomidae	Choeroniscus	intermedius	5.833
Insular	extant	Chiroptera	Phyllostomidae	Desmodus	rotundus	27.200
Insular	extant	Chiroptera	Phyllostomidae	Diaemus	youngi	36.833
Insular	extant	Chiroptera	Phyllostomidae	Erophylla	sezekorni	15.800
Insular	extant	Chiroptera	Phyllostomidae	Glossophaga	soricina	8.225
Insular	extant	Chiroptera	Phyllostomidae	Glossophaga	longirostris	11.450
Insular	extant	Chiroptera	Phyllostomidae	Leptonycteris	curasoae	23.420
Insular	extant	Chiroptera	Phyllostomidae	Lonchorhina	aurita	15.700
Insular	extant	Chiroptera	Phyllostomidae	Macrotus	waterhousii	12.750
Insular	extant	Chiroptera	Phyllostomidae	Mesophylla	macconnelli	6.920
Insular	extant	Chiroptera	Phyllostomidae	Micronycteris	megalotis	5.675
Insular	extant	Chiroptera	Phyllostomidae	Micronycteris	minuta	6.500
Insular	extant	Chiroptera	Phyllostomidae	Micronycteris	nicefori	8.225
Insular	extant	Chiroptera	Phyllostomidae	Micronycteris	sylvestris	8.800
Insular	extant	Chiroptera	Phyllostomidae	Micronycteris	hirsuta	11.200
Insular	extant	Chiroptera	Phyllostomidae	Micronycteris	brachyotis	12.000
Insular	extant	Chiroptera	Phyllostomidae	Mimon	crenulatum	13.750
Insular	extant	Chiroptera	Phyllostomidae	Monophyllus	redmani	8.700
Insular	extant	Chiroptera	Phyllostomidae	Monophyllus	plethodon	14.807
Insular	extant	Chiroptera	Phyllostomidae	Phyllonycteris	aphylla	-999.000
Insular	extant	Chiroptera	Phyllostomidae	Phyllonycteris	poeyi	-999.000
Insular	extant	Chiroptera	Phyllostomidae	Phyllops	falcatus	-999.000
Insular	extant	Chiroptera	Phyllostomidae	Phyllostomus	discolor	28.000
Insular	extant	Chiroptera	Phyllostomidae	Phyllostomus	hastatus	76.675
Insular	extant	Chiroptera	Phyllostomidae	Stenoderma	rufum	20.650
Insular	extant	Chiroptera	Phyllostomidae	Sturnira	thomasi	-999.000
Insular	extant	Chiroptera	Phyllostomidae	Sturnira	lilium	19.100
Insular	extant	Chiroptera	Phyllostomidae	Sturnira	tildae	24.040
Insular	extant	Chiroptera	Phyllostomidae	Tonatia	brasiliense	9.375
Insular	extant	Chiroptera	Phyllostomidae	Tonatia	bidens	25.967
Insular	extant	Chiroptera	Phyllostomidae	Trachops	cirrhosus	37.667
Insular	extant	Chiroptera	Phyllostomidae	Uroderma	bilobatum	16.900
Insular	extant	Chiroptera	Phyllostomidae	Vampyrodes	caraccioli	34.700
Insular	extant	Chiroptera	Phyllostomidae	Vampyrum	spectrum	164.200
Insular	extant	Chiroptera	Pteropodidae	Acerodon	humilis	-999.000
Insular	extant	Chiroptera	Pteropodidae	Acerodon	leucotis	-999.000
Insular	extant	Chiroptera	Pteropodidae	Acerodon	celebensis	390.000
Insular	extant	Chiroptera	Pteropodidae	Acerodon	mackloti	470.333
Insular	extant	Chiroptera	Pteropodidae	Acerodon	jubatus	1075.000
Insular	extant	Chiroptera	Pteropodidae	Aethalops	alecto	15.000
Insular	extant	Chiroptera	Pteropodidae	Alionycteris	paucidentata	16.153
Insular	extant	Chiroptera	Pteropodidae	Aproteles	bulmerae	600.000
Insular	extant	Chiroptera	Pteropodidae	Balionycteris	maculata	12.500
Insular	extant	Chiroptera	Pteropodidae	Boneia	bidens	-999.000
Insular	extant	Chiroptera	Pteropodidae	Chironax	melanocephalus	15.700
Insular	extant	Chiroptera	Pteropodidae	Cynopterus	brachyotis	30.550
Insular	extant	Chiroptera	Pteropodidae	Cynopterus	nusatenggara	36.438
Insular	extant	Chiroptera	Pteropodidae	Cynopterus	sphinx	43.662
Insular	extant	Chiroptera	Pteropodidae	Cynopterus	horsfieldi	55.500
Insular	extant	Chiroptera	Pteropodidae	Cynopterus	titthaecheileus	56.267
Insular	extant	Chiroptera	Pteropodidae	Dobsonia	minor	78.225
Insular	extant	Chiroptera	Pteropodidae	Dobsonia	inermis	149.500
Insular	extant	Chiroptera	Pteropodidae	Dobsonia	beauforti	159.014
Insular	extant	Chiroptera	Pteropodidae	Dobsonia	praedatrix	188.683
Insular	extant	Chiroptera	Pteropodidae	Dobsonia	emersa	195.500
Insular	extant	Chiroptera	Pteropodidae	Dobsonia	peroni	216.900
Insular	extant	Chiroptera	Pteropodidae	Dobsonia	viridis	238.000
Insular	extant	Chiroptera	Pteropodidae	Dobsonia	exoleta	249.000
Insular	extant	Chiroptera	Pteropodidae	Dobsonia	pannietensis	267.700
Insular	extant	Chiroptera	Pteropodidae	Dobsonia	moluccensis	381.436
Insular	extant	Chiroptera	Pteropodidae	Dyacopterus	spadiceus	78.000
Insular	extant	Chiroptera	Pteropodidae	Eidolon	helvum	253.315
Insular	extant	Chiroptera	Pteropodidae	Eidolon	dupreanum	283.750
Insular	extant	Chiroptera	Pteropodidae	Eonycteris	spelaea	59.467
Insular	extant	Chiroptera	Pteropodidae	Eonycteris	major	72.750
Insular	extant	Chiroptera	Pteropodidae	Epomophorus	wahlbergi	91.584
Insular	extant	Chiroptera	Pteropodidae	Haplonycteris	fischeri	17.960
Insular	extant	Chiroptera	Pteropodidae	Harpyionycteris	celebensis	104.000
Insular	extant	Chiroptera	Pteropodidae	Harpyionycteris	whiteheadi	110.500
Insular	extant	Chiroptera	Pteropodidae	Hypsignathus	monstrosus	335.083
Insular	extant	Chiroptera	Pteropodidae	Macroglossus	minimus	17.400
Insular	extant	Chiroptera	Pteropodidae	Macroglossus	sobrinus	22.133
Insular	extant	Chiroptera	Pteropodidae	Megaerops	kusnotoi	-999.000
Insular	extant	Chiroptera	Pteropodidae	Megaerops	wetmorei	18.500
Insular	extant	Chiroptera	Pteropodidae	Megaerops	ecaudatus	24.667
Insular	extant	Chiroptera	Pteropodidae	Megaloglossus	woermanni	15.657
Insular	extant	Chiroptera	Pteropodidae	Melonycteris	aurantius	29.220
Insular	extant	Chiroptera	Pteropodidae	Melonycteris	woodfordi	36.875
Insular	extant	Chiroptera	Pteropodidae	Melonycteris	melanops	49.042
Insular	extant	Chiroptera	Pteropodidae	Myonycteris	brachycephala	-999.000
Insular	extant	Chiroptera	Pteropodidae	Myonycteris	torquata	42.225
Insular	extant	Chiroptera	Pteropodidae	Neopteryx	frosti	-999.000
Insular	extant	Chiroptera	Pteropodidae	Notopteris	macdonaldi	65.140
Insular	extant	Chiroptera	Pteropodidae	Nyctimene	celaeno	-999.000
Insular	extant	Chiroptera	Pteropodidae	Nyctimene	minutus	-999.000
Insular	extant	Chiroptera	Pteropodidae	Nyctimene	draconilla	29.000
Insular	extant	Chiroptera	Pteropodidae	Nyctimene	albiventer	29.875
Insular	extant	Chiroptera	Pteropodidae	Nyctimene	vizcaccia	40.000
Insular	extant	Chiroptera	Pteropodidae	Nyctimene	certans	42.100
Insular	extant	Chiroptera	Pteropodidae	Nyctimene	cephalotes	44.467
Insular	extant	Chiroptera	Pteropodidae	Nyctimene	cyclotis	48.000
Insular	extant	Chiroptera	Pteropodidae	Nyctimene	masalai	52.300
Insular	extant	Chiroptera	Pteropodidae	Nyctimene	rabori	67.500
Insular	extant	Chiroptera	Pteropodidae	Nyctimene	malaitensis	75.388
Insular	extant	Chiroptera	Pteropodidae	Nyctimene	aello	84.263
Insular	extant	Chiroptera	Pteropodidae	Nyctimene	major	104.153
Insular	extant	Chiroptera	Pteropodidae	Otopteropus	cartilagonodus	16.750
Insular	extant	Chiroptera	Pteropodidae	Paranyctimene	raptor	24.311
Insular	extant	Chiroptera	Pteropodidae	Penthetor	lucasi	38.167
Insular	extant	Chiroptera	Pteropodidae	Ptenochirus	minor	36.250
Insular	extant	Chiroptera	Pteropodidae	Ptenochirus	jagori	77.250
Insular	extant	Chiroptera	Pteropodidae	Pteralopex	acrodonta	250.500
Insular	extant	Chiroptera	Pteropodidae	Pteralopex	pulchra	280.000
Insular	extant	Chiroptera	Pteropodidae	Pteralopex	atrata	472.000
Insular	extant	Chiroptera	Pteropodidae	Pteralopex	anceps	560.359
Insular	extant	Chiroptera	Pteropodidae	Pteropus	argentatus	-999.000
Insular	extant	Chiroptera	Pteropodidae	Pteropus	faunulus	-999.000
Insular	extant	Chiroptera	Pteropodidae	Pteropus	insularis	-999.000
Insular	extant	Chiroptera	Pteropodidae	Pteropus	mearnsi	-999.000
Insular	extant	Chiroptera	Pteropodidae	Pteropus	melanotus	-999.000
Insular	extant	Chiroptera	Pteropodidae	Pteropus	molossinus	-999.000
Insular	extant	Chiroptera	Pteropodidae	Pteropus	phaeocephalus	-999.000
Insular	extant	Chiroptera	Pteropodidae	Pteropus	pselaphon	-999.000
Insular	extant	Chiroptera	Pteropodidae	Pteropus	sanctacrucis	-999.000
Insular	extant	Chiroptera	Pteropodidae	Pteropus	speciosus	-999.000
Insular	extant	Chiroptera	Pteropodidae	Pteropus	tuberculatus	-999.000
Insular	extant	Chiroptera	Pteropodidae	Pteropus	woodfordi	119.328
Insular	extant	Chiroptera	Pteropodidae	Pteropus	personatus	127.500
Insular	extant	Chiroptera	Pteropodidae	Pteropus	vetulus	148.000
Insular	extant	Chiroptera	Pteropodidae	Pteropus	pumilus	183.350
Insular	extant	Chiroptera	Pteropodidae	Pteropus	fundatus	205.650
Insular	extant	Chiroptera	Pteropodidae	Pteropus	ocularis	220.000
Insular	extant	Chiroptera	Pteropodidae	Pteropus	howensis	232.930
Insular	extant	Chiroptera	Pteropodidae	Pteropus	temmincki	250.000
Insular	extant	Chiroptera	Pteropodidae	Pteropus	lombocensis	250.300
Insular	extant	Chiroptera	Pteropodidae	Pteropus	mahaganus	251.401
Insular	extant	Chiroptera	Pteropodidae	Pteropus	rodricensis	253.833
Insular	extant	Chiroptera	Pteropodidae	Pteropus	nitendiensis	265.000
Insular	extant	Chiroptera	Pteropodidae	Pteropus	griseus	269.000
Insular	extant	Chiroptera	Pteropodidae	Pteropus	admiralitatum	299.900
Insular	extant	Chiroptera	Pteropodidae	Pteropus	aldabrensis	305.000
Insular	extant	Chiroptera	Pteropodidae	Pteropus	samoensis	310.000
Insular	extant	Chiroptera	Pteropodidae	Pteropus	ornatus	330.000
Insular	extant	Chiroptera	Pteropodidae	Pteropus	leucopterus	340.000
Insular	extant	Chiroptera	Pteropodidae	Pteropus	pohlei	343.000
Insular	extant	Chiroptera	Pteropodidae	Pteropus	macrotis	357.000
Insular	extant	Chiroptera	Pteropodidae	Pteropus	rufus	361.000
Insular	extant	Chiroptera	Pteropodidae	Pteropus	scapulatus	368.5
Insular	extant	Chiroptera	Pteropodidae	Pteropus	gilliardi	400.000
Insular	extant	Chiroptera	Pteropodidae	Pteropus	tonganus	418.333
Insular	extant	Chiroptera	Pteropodidae	Pteropus	anetianus	426.000
Insular	extant	Chiroptera	Pteropodidae	Pteropus	hypomelanus	426.250
Insular	extant	Chiroptera	Pteropodidae	Pteropus	dasymallus	435.000
Insular	extant	Chiroptera	Pteropodidae	Pteropus	mariannus	453.500
Insular	extant	Chiroptera	Pteropodidae	Pteropus	niger	456.250
Insular	extant	Chiroptera	Pteropodidae	Pteropus	seychellensis	457.000
Insular	extant	Chiroptera	Pteropodidae	Pteropus	caniceps	505.000
Insular	extant	Chiroptera	Pteropodidae	Pteropus	voeltzkowi	527.500
Insular	extant	Chiroptera	Pteropodidae	Pteropus	alecto	615.00
Insular	extant	Chiroptera	Pteropodidae	Pteropus	livingstonei	696.500
Insular	extant	Chiroptera	Pteropodidae	Pteropus	chrysoproctus	710.000
Insular	extant	Chiroptera	Pteropodidae	Pteropus	rayneri	724.500
Insular	extant	Chiroptera	Pteropodidae	Pteropus	conspicillatus	775.700
Insular	extant	Chiroptera	Pteropodidae	Pteropus	giganteus	804.171
Insular	extant	Chiroptera	Pteropodidae	Pteropus	vampyrus	832.500
Insular	extant	Chiroptera	Pteropodidae	Pteropus	melanopogon	860.000
Insular	extant	Chiroptera	Pteropodidae	Pteropus	neohibernicus	966.786
Insular	extant	Chiroptera	Pteropodidae	Rousettus	obliviosus	44.100
Insular	extant	Chiroptera	Pteropodidae	Rousettus	celebensis	56.300
Insular	extant	Chiroptera	Pteropodidae	Rousettus	madagascariensis	62.100
Insular	extant	Chiroptera	Pteropodidae	Rousettus	angolensis	74.600
Insular	extant	Chiroptera	Pteropodidae	Rousettus	amplexicaudatus	86.000
Insular	extant	Chiroptera	Pteropodidae	Rousettus	spinalatus	90.750
Insular	extant	Chiroptera	Pteropodidae	Rousettus	leschenaulti	97.100
Insular	extant	Chiroptera	Pteropodidae	Rousettus	aegyptiacus	132.240
Insular	extant	Chiroptera	Pteropodidae	Scotonycteris	zenkeri	20.825
Insular	extant	Chiroptera	Pteropodidae	Styloctenium	wallacei	173.000
Insular	extant	Chiroptera	Pteropodidae	Syconycteris	australis	17.097
Insular	extant	Chiroptera	Pteropodidae	Syconycteris	hobbit	18.288
Insular	extant	Chiroptera	Pteropodidae	Syconycteris	carolinae	39.000
Insular	extant	Chiroptera	Pteropodidae	Thoopterus	nigrescens	60.400
Insular	extant	Chiroptera	Rhinolophidae	Anthops	ornatus	8.000
Insular	extant	Chiroptera	Rhinolophidae	Asellia	patrizii	-999.000
Insular	extant	Chiroptera	Rhinolophidae	Asellia	tridens	11.930
Insular	extant	Chiroptera	Rhinolophidae	Aselliscus	tricuspidatus	4.100
Insular	extant	Chiroptera	Rhinolophidae	Aselliscus	stoliczkanus	4.900
Insular	extant	Chiroptera	Rhinolophidae	Coelops	hirsutus	-999.000
Insular	extant	Chiroptera	Rhinolophidae	Coelops	robinsoni	6.500
Insular	extant	Chiroptera	Rhinolophidae	Coelops	frithi	7.400
Insular	extant	Chiroptera	Rhinolophidae	Hipposideros	breviceps	-999.000
Insular	extant	Chiroptera	Rhinolophidae	Hipposideros	coronatus	-999.000
Insular	extant	Chiroptera	Rhinolophidae	Hipposideros	crumeniferus	-999.000
Insular	extant	Chiroptera	Rhinolophidae	Hipposideros	curtus	-999.000
Insular	extant	Chiroptera	Rhinolophidae	Hipposideros	dinops	-999.000
Insular	extant	Chiroptera	Rhinolophidae	Hipposideros	doriae	-999.000
Insular	extant	Chiroptera	Rhinolophidae	Hipposideros	inexpectatus	-999.000
Insular	extant	Chiroptera	Rhinolophidae	Hipposideros	macrobullatus	-999.000
Insular	extant	Chiroptera	Rhinolophidae	Hipposideros	muscinus	-999.000
Insular	extant	Chiroptera	Rhinolophidae	Hipposideros	nequam	-999.000
Insular	extant	Chiroptera	Rhinolophidae	Hipposideros	papua	-999.000
Insular	extant	Chiroptera	Rhinolophidae	Hipposideros	pygmaeus	3.500
Insular	extant	Chiroptera	Rhinolophidae	Hipposideros	sabanus	5.100
Insular	extant	Chiroptera	Rhinolophidae	Hipposideros	cineraceus	5.400
Insular	extant	Chiroptera	Rhinolophidae	Hipposideros	ater	5.700
Insular	extant	Chiroptera	Rhinolophidae	Hipposideros	dyacorum	6.050
Insular	extant	Chiroptera	Rhinolophidae	Hipposideros	wollastoni	6.750
Insular	extant	Chiroptera	Rhinolophidae	Hipposideros	galeritus	7.400
Insular	extant	Chiroptera	Rhinolophidae	Hipposideros	bicolor	7.642
Insular	extant	Chiroptera	Rhinolophidae	Hipposideros	ridleyi	8.000
Insular	extant	Chiroptera	Rhinolophidae	Hipposideros	fulvus	8.500
Insular	extant	Chiroptera	Rhinolophidae	Hipposideros	coxi	9.253
Insular	extant	Chiroptera	Rhinolophidae	Hipposideros	cervinus	9.300
Insular	extant	Chiroptera	Rhinolophidae	Hipposideros	caffer	9.450
Insular	extant	Chiroptera	Rhinolophidae	Hipposideros	obscurus	9.500
Insular	extant	Chiroptera	Rhinolophidae	Hipposideros	ruber	10.105
Insular	extant	Chiroptera	Rhinolophidae	Hipposideros	speoris	10.429
Insular	extant	Chiroptera	Rhinolophidae	Hipposideros	calcaratus	11.350
Insular	extant	Chiroptera	Rhinolophidae	Hipposideros	semoni	14.000
Insular	extant	Chiroptera	Rhinolophidae	Hipposideros	corynophyllus	14.500
Insular	extant	Chiroptera	Rhinolophidae	Hipposideros	maggietaylorae	18.500
Insular	extant	Chiroptera	Rhinolophidae	Hipposideros	larvatus	19.850
Insular	extant	Chiroptera	Rhinolophidae	Hipposideros	turpis	33.350
Insular	extant	Chiroptera	Rhinolophidae	Hipposideros	cyclops	33.500
Insular	extant	Chiroptera	Rhinolophidae	Hipposideros	lylei	40.000
Insular	extant	Chiroptera	Rhinolophidae	Hipposideros	diadema	43.764
Insular	extant	Chiroptera	Rhinolophidae	Hipposideros	lankadiva	52.400
Insular	extant	Chiroptera	Rhinolophidae	Hipposideros	armiger	53.000
Insular	extant	Chiroptera	Rhinolophidae	Hipposideros	commersoni	99.091
Insular	extant	Chiroptera	Rhinolophidae	Rhinolophus	anderseni	-999.000
Insular	extant	Chiroptera	Rhinolophidae	Rhinolophus	canuti	-999.000
Insular	extant	Chiroptera	Rhinolophidae	Rhinolophus	celebensis	-999.000
Insular	extant	Chiroptera	Rhinolophidae	Rhinolophus	cognatus	-999.000
Insular	extant	Chiroptera	Rhinolophidae	Rhinolophus	imaizumii	-999.000
Insular	extant	Chiroptera	Rhinolophidae	Rhinolophus	keyensis	-999.000
Insular	extant	Chiroptera	Rhinolophidae	Rhinolophus	nereis	-999.000
Insular	extant	Chiroptera	Rhinolophidae	Rhinolophus	subrufus	-999.000
Insular	extant	Chiroptera	Rhinolophidae	Rhinolophus	hipposideros	4.709
Insular	extant	Chiroptera	Rhinolophidae	Rhinolophus	pusillus	5.150
Insular	extant	Chiroptera	Rhinolophidae	Rhinolophus	lepidus	5.700
Insular	extant	Chiroptera	Rhinolophidae	Rhinolophus	virgo	6.000
Insular	extant	Chiroptera	Rhinolophidae	Rhinolophus	macrotis	6.150
Insular	extant	Chiroptera	Rhinolophidae	Rhinolophus	simplex	6.200
Insular	extant	Chiroptera	Rhinolophidae	Rhinolophus	swinnyi	7.125
Insular	extant	Chiroptera	Rhinolophidae	Rhinolophus	cornutus	7.200
Insular	extant	Chiroptera	Rhinolophidae	Rhinolophus	borneensis	7.900
Insular	extant	Chiroptera	Rhinolophidae	Rhinolophus	stheno	7.900
Insular	extant	Chiroptera	Rhinolophidae	Rhinolophus	euryale	8.150
Insular	extant	Chiroptera	Rhinolophidae	Rhinolophus	robinsoni	8.500
Insular	extant	Chiroptera	Rhinolophidae	Rhinolophus	arcuatus	8.750
Insular	extant	Chiroptera	Rhinolophidae	Rhinolophus	sedulus	8.750
Insular	extant	Chiroptera	Rhinolophidae	Rhinolophus	landeri	8.860
Insular	extant	Chiroptera	Rhinolophidae	Rhinolophus	philippinensis	10.000
Insular	extant	Chiroptera	Rhinolophidae	Rhinolophus	megaphyllus	10.063
Insular	extant	Chiroptera	Rhinolophidae	Rhinolophus	rouxi	11.787
Insular	extant	Chiroptera	Rhinolophidae	Rhinolophus	creaghi	12.000
Insular	extant	Chiroptera	Rhinolophidae	Rhinolophus	mehelyi	12.333
Insular	extant	Chiroptera	Rhinolophidae	Rhinolophus	acuminatus	12.500
Insular	extant	Chiroptera	Rhinolophidae	Rhinolophus	affinis	13.250
Insular	extant	Chiroptera	Rhinolophidae	Rhinolophus	inops	13.500
Insular	extant	Chiroptera	Rhinolophidae	Rhinolophus	trifoliatus	14.250
Insular	extant	Chiroptera	Rhinolophidae	Rhinolophus	euryotis	14.300
Insular	extant	Chiroptera	Rhinolophidae	Rhinolophus	alcyone	18.750
Insular	extant	Chiroptera	Rhinolophidae	Rhinolophus	eloquens	19.050
Insular	extant	Chiroptera	Rhinolophidae	Rhinolophus	ferrumequinum	21.061
Insular	extant	Chiroptera	Rhinolophidae	Rhinolophus	rufus	30.000
Insular	extant	Chiroptera	Rhinolophidae	Rhinolophus	luctus	33.000
Insular	extant	Chiroptera	Rhinolophidae	Triaenops	furculus	-999.000
Insular	extant	Chiroptera	Rhinopomatidae	Rhinopoma	hardwickei	14.220
Insular	extant	Chiroptera	Rhinopomatidae	Rhinopoma	microphyllum	27.869
